00OW               20121019                                                                                   
0601OWA1d       20130101001070100000005000 0100012020001121   
0601OWA1d       20130101001075100000005000 0100012110001124   
0601OWA1d       20130101001080100000005000 0100012190001126   
0601OWA1d       20130101001085100000005000 0100012280001129   
0601OWA1d       20130101001090100000005000 0100012370001132   
0601OWA1d       20130101001095100000005000 0100012470001136   
0601OWA1d       20130101001100100000005000 0100012560001139   
0601OWA1d       20130101001105100000005000 0100012660001143   
0601OWA1d       20130101001110100000005000 0100012760001147   
0601OWA1d       20130101001115100000005000 0100012850001150   
0601OWA1d       20130101001120100000005000 0100012940001153   
0601OWA1d       20130101001125100000005000 0100013050001157   
0601OWA1d       20130101001130100000005000 0100013140001160   
0601OWA1d       20130101001135100000005000 0100013230001163   
0601OWA1d       20130101001140100000005000 0100013340001168   
0601OWA1d       20130101001145100000005000 0100013430001170   
0601OWA1d       20130101001150100000005000 0100013530001174   
0601OWA1d       20130101001155100000005000 0100013630001178   
0601OWA1d       20130101001160100000005000 0100013730001181   
0601OWA1d       20130101001165100000005000 0100013820001184   
0601OWA1d       20130101001170100000005000 0100013930001188   
0601OWA1d       20130101001175100000005000 0100014020001191   
0601OWA1d       20130101001180100000005000 0100014110001193   
0601OWA1d       20130101001185100000005000 0100014220001197   
0601OWA1d       20130101001190100000005000 0100014310001200   
0601OWA1d       20130101001195100000005000 0100014400001203   
0601OWA1d       20130101001200100000005000 0100014510001207   
0601OWA1d       20130101001205100000005000 0100014600001209   
0601OWA1d       20130101001210100000005000 0100014690001212   
0601OWA1d       20130101001215100000005000 0100014800001216   
0601OWA1d       20130101001220100000005000 0100014890001218   
0601OWA1d       20130101001225100000005000 0100014980001220   
0601OWA1d       20130101001230100000005000 0100015090001224   
0601OWA1d       20130101001235100000005000 0100015180001227   
0601OWA1d       20130101001240100000005000 0100015270001229   
0601OWA1d       20130101001245100000005000 0100015380001233   
0601OWA1d       20130101001250100000005000 0100015470001235   
0601OWA1d       20130101001255100000005000 0100015560001237   
0601OWA1d       20130101001260100000005000 0100015670001241   
0601OWA1d       20130101001265100000005000 0100015760001243   
0601OWA1d       20130101001270100000005000 0100015850001246   
0601OWA1d       20130101001275100000005000 0100015960001249   
0601OWA1d       20130101001280100000005000 0100016050001251   
0601OWA1d       20130101001285100000005000 0100016140001254   
0601OWA1d       20130101001290100000005000 0100016250001257   
0601OWA1d       20130101001295100000005000 0100016340001259   
0601OWA1d       20130101001300100000005000 0100016430001261   
0601OWA1d       20130101001305100000005000 0100016540001265   
0601OWA1d       20130101001310100000005000 0100016630001267   
0601OWA1d       20130101001315100000005000 0100016720001269   
0601OWA1d       20130101001320100000005000 0100016830001273   
0601OWA1d       20130101001325100000005000 0100016920001275   
0601OWA1d       20130101001330100000005000 0100017010001277   
0601OWA1d       20130101001335100000005000 0100017120001280   
0601OWA1d       20130101001340100000005000 0100017210001282   
0601OWA1d       20130101001345100000005000 0100017300001284   
0601OWA1d       20130101001350100000005000 0100017410001287   
0601OWA1d       20130101001355100000005000 0100017500001289   
0601OWA1d       20130101001360100000005000 0100017590001291   
0601OWA1d       20130101001365100000005000 0100017700001294   
0601OWA1d       20130101001370100000005000 0100017790001296   
0601OWA1d       20130101001375100000005000 0100017880001298   
0601OWA1d       20130101001380100000005000 0100018000001302   
0601OWA1d       20130101001385100000005000 0100018100001305   
0601OWA1d       20130101001390100000005000 0100018200001307   
0601OWA1d       20130101001395100000005000 0100018320001311   
0601OWA1d       20130101001400100000005000 0100018420001313   
0601OWA1d       20130101001405100000005000 0100018520001316   
0601OWA1d       20130101001410100000005000 0100018640001320   
0601OWA1d       20130101001415100000005000 0100018740001322   
0601OWA1d       20130101001420100000005000 0100018840001324   
0601OWA1d       20130101001425100000005000 0100018960001328   
0601OWA1d       20130101001430100000005000 0100019060001331   
0601OWA1d       20130101001435100000005000 0100019160001333   
0601OWA1d       20130101001440100000005000 0100019270001336   
0601OWA1d       20130101001445100000005000 0100019370001338   
0601OWA1d       20130101001450100000005000 0100019470001340   
0601OWA1d       20130101001455100000005000 0100019590001344   
0601OWA1d       20130101001460100000005000 0100019690001346   
0601OWA1d       20130101001465100000005000 0100019790001349   
0601OWA1d       20130101001470100000005000 0100019910001352   
0601OWA1d       20130101001475100000005000 0100020010001354   
0601OWA1d       20130101001480100000005000 0100020110001356   
0601OWA1d       20130101001485100000005000 0100020230001360   
0601OWA1d       20130101001490100000005000 0100020330001362   
0601OWA1d       20130101001495100000005000 0100020430001364   
0601OWA1d       20130101001500100000500000 0100025790001474   
0601OWA1d       20130101002000100000500000 0100037260001656   
0601OWA1d       20130101002500100000500000 0100048760001773   
0601OWA1d       20130101003000100000500000 0100060350001857   
0601OWA1d       20130101003500100000500000 0100071910001918   
0601OWA1d       20130101004000100000500000 0100083480001964   
0601OWA1d       20130101004500100000500000 0100095040002001   
0601OWA1d       20130101005000100000500000 0100106610002031   
0601OWA1d       20130101005500100000500000 0100118170002055   
0601OWA1d       20130101006000100000500000 0100129740002076   
0601OWA1d       20130101006500100000500000 0100141300002093   
0601OWA1d       20130101007000100000500000 0100152760002107   
0601OWA1d       20130101007500100000500000 0100163610002111   
0601OWA1d       20130101008000100000500000 0100174490002115   
0601OWA1d       20130101008500100000500000 0100185350002118   
0601OWA1d       20130101009000100000500000 0100196200002121   
0601OWA1d       20130101009500100000500000 0100207060002124   
0601OWA1d       20130101010000100000500000 0100217920002126   
0601OWA1d       20130101010500100000500000 0100228780002128   
0601OWA1d       20130101011000100000500000 0100239630002130   
0601OWA1d       20130101011500100000500000 0100250490002132   
0601OWA1d       20130101012000100000500000 0100261350002133   
0601OWA1d       20130101012500100000500000 0100272200002135   
0601OWA1d       20130101013000100000500000 0100283080002136   
0601OWA1d       20130101013500100000500000 0100293940002138   
0601OWA1d       20130101014000100000500000 0100304790002139   
0601OWA1d       20130101014500100000500000 0100315650002140   
0601OWA1d       20130101015000100000500000 0100326510002141   
0601OWA1d       20130101015500100000500000 0100337370002142   
0601OWA1d       20130101016000100000500000 0100348220002143   
0601OWA1d       20130101016500100000500000 0100359080002144   
0601OWA1d       20130101017000100000500000 0100369940002145   
0601OWA1d       20130101017500100000500000 0100380790002145   
0601OWA1d       20130101018000100000500000 0100391670002146   
0601OWA1d       20130101018500100000500000 0100402530002147   
0601OWA1d       20130101019000100000500000 0100413380002147   
0601OWA1d       20130101019500100000500000 0100424240002148   
0601OWA2d       20130101000000100000040000 0200000030000150   
0601OWA2d       20130101000040100000005000 0200000030000071   
0601OWA2d       20130101000045100000005000 0200000030000063   
0601OWA2d       20130101000050100000005000 0200000030000057   
0601OWA2d       20130101000055100000005000 0200000030000052   
0601OWA2d       20130101000060100000005000 0200000030000048   
0601OWA2d       20130101000065100000005000 0200000030000044   
0601OWA2d       20130101000070100000005000 0200000030000041   
0601OWA2d       20130101000075100000005000 0200000030000039   
0601OWA2d       20130101000080100000005000 0200000030000036   
0601OWA2d       20130101000085100000005000 0200000030000034   
0601OWA2d       20130101000090100000005000 0200000030000032   
0601OWA2d       20130101000095100000005000 0200000030000031   
0601OWA2d       20130101000100100000005000 0200000030000029   
0601OWA2d       20130101000105100000005000 0200000030000028   
0601OWA2d       20130101000110100000005000 0200000030000027   
0601OWA2d       20130101000115100000005000 0200000030000026   
0601OWA2d       20130101000120100000005000 0200000030000024   
0601OWA2d       20130101000125100000005000 0200000030000024   
0601OWA2d       20130101000130100000005000 0200000030000023   
0601OWA2d       20130101000135100000005000 0200000030000022   
0601OWA2d       20130101000140100000005000 0200000030000021   
0601OWA2d       20130101000145100000005000 0200000030000020   
0601OWA2d       20130101000150100000005000 0200000030000020   
0601OWA2d       20130101000155100000005000 0200000030000019   
0601OWA2d       20130101000160100000005000 0200000030000018   
0601OWA2d       20130101000165100000005000 0200000030000018   
0601OWA2d       20130101000170100000005000 0200000030000017   
0601OWA2d       20130101000175100000005000 0200000030000017   
0601OWA2d       20130101000180100000005000 0200000030000016   
0601OWA2d       20130101000185100000005000 0200000030000016   
0601OWA2d       20130101000190100000005000 0200000030000016   
0601OWA2d       20130101000195100000005000 0200000030000015   
0601OWA2d       20130101000200100000005000 0200000030000015   
0601OWA2d       20130101000205100000005000 0200000030000014   
0601OWA2d       20130101000210100000005000 0200000030000014   
0601OWA2d       20130101000215100000005000 0200000030000014   
0601OWA2d       20130101000220100000005000 0200000030000013   
0601OWA2d       20130101000225100000005000 0200000050000022   
0601OWA2d       20130101000230100000005000 0200000050000022   
0601OWA2d       20130101000235100000005000 0200000050000021   
0601OWA2d       20130101000240100000005000 0200000050000021   
